Loan_ID,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Loan_Status,Gender_Female,Gender_Male,Married_No,Married_Yes,Dependents_0,Dependents_1,Dependents_2,Dependents_3+,Education_Graduate,Education_Not Graduate,Self_Employed_No,Self_Employed_Yes,Property_Area_Rural,Property_Area_Semiurban,Property_Area_Urban
LP002544,1958,2436.0,131.0,360.0,1.0,1,0,1,0,1,0,1,0,0,0,1,1,0,1,0,0
LP002545,3547,0.0,80.0,360.0,0.0,0,0,1,1,0,0,0,1,0,1,0,1,0,1,0,0
LP002547,18333,0.0,500.0,360.0,1.0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,1
LP002555,4583,2083.0,160.0,360.0,1.0,1,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0
LP002556,2435,0.0,75.0,360.0,1.0,0,0,1,1,0,1,0,0,0,1,0,1,0,0,0,1
LP002560,2699,2785.0,96.0,360.0,1.0,1,0,1,1,0,1,0,0,0,0,1,1,0,0,1,0
LP002562,5333,1131.0,186.0,360.0,1.0,1,0,1,0,1,0,1,0,0,0,1,1,0,0,0,1
LP002571,3691,0.0,110.0,360.0,1.0,1,0,1,1,0,1,0,0,0,0,1,1,0,1,0,0
LP002582,17263,0.0,225.0,360.0,1.0,1,1,0,1,0,1,0,0,0,0,1,0,1,0,1,0
LP002585,3597,2157.0,119.0,360.0,0.0,0,0,1,0,1,1,0,0,0,1,0,1,0,1,0,0
LP002586,3326,913.0,105.0,84.0,1.0,1,1,0,0,1,0,1,0,0,1,0,1,0,0,1,0
LP002587,2600,1700.0,107.0,360.0,1.0,1,0,1,0,1,1,0,0,0,0,1,1,0,1,0,0
LP002588,4625,2857.0,111.0,12.0,1.0,1,0,1,0,1,1,0,0,0,1,0,1,0,0,0,1
LP002600,2895,0.0,95.0,360.0,1.0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,1,0
LP002602,6283,4416.0,209.0,360.0,0.0,0,0,1,1,0,1,0,0,0,1,0,1,0,1,0,0
LP002603,645,3683.0,113.0,480.0,1.0,1,1,0,1,0,1,0,0,0,1,0,1,0,1,0,0
LP002606,3159,0.0,100.0,360.0,1.0,1,1,0,1,0,1,0,0,0,1,0,1,0,0,1,0
LP002615,4865,5624.0,208.0,360.0,1.0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0
LP002618,4050,5302.0,138.0,360.0,1.0,0,0,1,0,1,0,1,0,0,0,1,1,0,1,0,0
LP002619,3814,1483.0,124.0,300.0,1.0,1,0,1,0,1,1,0,0,0,0,1,1,0,0,1,0
LP002622,3510,4416.0,243.0,360.0,1.0,1,0,1,0,1,0,0,1,0,1,0,1,0,1,0,0
LP002624,20833,6667.0,480.0,360.0,1.0,1,0,1,0,1,1,0,0,0,1,0,1,0,0,0,1
LP002625,3583,0.0,96.0,360.0,1.0,0,0,1,1,0,1,0,0,0,1,0,1,0,0,0,1
LP002626,2479,3013.0,188.0,360.0,1.0,1,0,1,0,1,1,0,0,0,1,0,0,1,0,0,1
LP002634,13262,0.0,40.0,360.0,1.0,1,1,0,1,0,0,1,0,0,1,0,1,0,0,0,1
LP002637,3598,1287.0,100.0,360.0,1.0,0,0,1,1,0,1,0,0,0,0,1,1,0,1,0,0
LP002640,6065,2004.0,250.0,360.0,1.0,1,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0
LP002643,3283,2035.0,148.0,360.0,1.0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0,1
LP002648,2130,6666.0,70.0,180.0,1.0,0,0,1,0,1,1,0,0,0,1,0,1,0,0,1,0
LP002652,5815,3666.0,311.0,360.0,1.0,0,0,1,1,0,1,0,0,0,1,0,1,0,1,0,0
LP002659,3466,3428.0,150.0,360.0,1.0,1,0,1,0,1,0,0,0,1,1,0,1,0,1,0,0
LP002670,2031,1632.0,113.0,480.0,1.0,1,1,0,0,1,0,0,1,0,1,0,1,0,0,1,0
LP002682,3074,1800.0,123.0,360.0,0.0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0
LP002683,4683,1915.0,185.0,360.0,1.0,0,0,1,1,0,1,0,0,0,1,0,1,0,0,1,0
LP002684,3400,0.0,95.0,360.0,1.0,0,1,0,1,0,1,0,0,0,0,1,1,0,1,0,0
LP002689,2192,1742.0,45.0,360.0,1.0,1,0,1,0,1,0,0,1,0,0,1,1,0,0,1,0
LP002690,2500,0.0,55.0,360.0,1.0,1,0,1,1,0,1,0,0,0,1,0,1,0,0,1,0
LP002692,5677,1424.0,100.0,360.0,1.0,1,0,1,0,1,0,0,0,1,1,0,0,1,1,0,0
LP002693,7948,7166.0,480.0,360.0,1.0,1,0,1,0,1,0,0,1,0,1,0,0,1,1,0,0
LP002697,4680,2087.0,126.0,360.0,1.0,0,0,1,1,0,1,0,0,0,1,0,1,0,0,1,0
LP002699,17500,0.0,400.0,360.0,1.0,1,0,1,0,1,0,0,1,0,1,0,0,1,1,0,0
LP002705,3775,0.0,110.0,360.0,1.0,1,0,1,0,1,1,0,0,0,1,0,1,0,0,1,0
LP002706,5285,1430.0,161.0,360.0,0.0,1,0,1,0,1,0,1,0,0,0,1,1,0,0,1,0
LP002714,2679,1302.0,94.0,360.0,1.0,1,0,1,1,0,0,1,0,0,0,1,1,0,0,1,0
LP002716,6783,0.0,130.0,360.0,1.0,1,0,1,1,0,1,0,0,0,0,1,1,0,0,1,0
LP002717,1025,5500.0,216.0,360.0,1.0,1,0,1,0,1,1,0,0,0,1,0,1,0,1,0,0
LP002720,4281,0.0,100.0,360.0,1.0,1,0,1,0,1,0,0,0,1,1,0,1,0,0,0,1
LP002723,3588,0.0,110.0,360.0,0.0,0,0,1,1,0,0,0,1,0,1,0,1,0,1,0,0
LP002729,11250,0.0,196.0,360.0,1.0,0,0,1,1,0,0,1,0,0,1,0,1,0,0,1,0
LP002731,18165,0.0,125.0,360.0,1.0,1,1,0,1,0,1,0,0,0,0,1,0,1,0,0,1
LP002732,2550,2042.0,126.0,360.0,1.0,1,0,1,1,0,1,0,0,0,0,1,1,0,1,0,0
LP002734,6133,3906.0,324.0,360.0,1.0,1,0,1,0,1,1,0,0,0,1,0,1,0,0,0,1
LP002738,3617,0.0,107.0,360.0,1.0,1,0,1,1,0,0,0,1,0,1,0,1,0,0,1,0
LP002739,2917,536.0,66.0,360.0,1.0,0,0,1,0,1,1,0,0,0,0,1,1,0,1,0,0
LP002740,6417,0.0,157.0,180.0,1.0,1,0,1,0,1,0,0,0,1,1,0,1,0,1,0,0
LP002741,4608,2845.0,140.0,180.0,1.0,1,1,0,0,1,0,1,0,0,1,0,1,0,0,1,0
LP002743,2138,0.0,99.0,360.0,0.0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,1,0
LP002753,3652,0.0,95.0,360.0,1.0,1,1,0,1,0,0,1,0,0,1,0,1,0,0,1,0
LP002755,2239,2524.0,128.0,360.0,1.0,1,0,1,0,1,0,1,0,0,0,1,1,0,0,0,1
LP002757,3017,663.0,102.0,360.0,1.0,1,1,0,0,1,1,0,0,0,0,1,1,0,0,1,0
LP002767,2768,1950.0,155.0,360.0,1.0,1,0,1,0,1,1,0,0,0,1,0,1,0,1,0,0
LP002768,3358,0.0,80.0,36.0,1.0,0,0,1,1,0,1,0,0,0,0,1,1,0,0,1,0
LP002772,2526,1783.0,145.0,360.0,1.0,1,0,1,1,0,1,0,0,0,1,0,1,0,1,0,0
LP002776,5000,0.0,103.0,360.0,0.0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,1,0
LP002777,2785,2016.0,110.0,360.0,1.0,1,0,1,0,1,1,0,0,0,1,0,1,0,1,0,0
LP002778,6633,0.0,126.0,360.0,0.0,0,0,1,0,1,0,0,1,0,1,0,0,1,1,0,0
LP002784,2492,2375.0,126.0,360.0,1.0,1,0,1,0,1,0,1,0,0,0,1,1,0,1,0,0
LP002785,3333,3250.0,158.0,360.0,1.0,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,1
LP002788,2454,2333.0,181.0,360.0,0.0,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,1
LP002789,3593,4266.0,132.0,180.0,0.0,0,0,1,0,1,1,0,0,0,1,0,1,0,1,0,0
LP002792,5468,1032.0,26.0,360.0,1.0,1,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0
LP002794,2667,1625.0,84.0,360.0,1.0,1,1,0,1,0,1,0,0,0,1,0,1,0,0,0,1
LP002795,10139,0.0,260.0,360.0,1.0,1,0,1,0,1,0,0,0,1,1,0,0,1,0,1,0
LP002798,3887,2669.0,162.0,360.0,1.0,1,0,1,0,1,1,0,0,0,1,0,1,0,0,1,0
LP002804,4180,2306.0,182.0,360.0,1.0,1,1,0,0,1,1,0,0,0,1,0,1,0,0,1,0
LP002807,3675,242.0,108.0,360.0,1.0,1,0,1,0,1,0,0,1,0,0,1,1,0,0,1,0
LP002813,19484,0.0,600.0,360.0,1.0,1,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0
LP002820,5923,2054.0,211.0,360.0,1.0,1,0,1,0,1,1,0,0,0,1,0,1,0,1,0,0
LP002821,5800,0.0,132.0,360.0,1.0,1,0,1,1,0,1,0,0,0,0,1,0,1,0,1,0
LP002832,8799,0.0,258.0,360.0,0.0,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0,1
LP002833,4467,0.0,120.0,360.0,1.0,1,0,1,0,1,1,0,0,0,0,1,1,0,1,0,0
LP002836,3333,0.0,70.0,360.0,1.0,1,0,1,1,0,1,0,0,0,1,0,1,0,0,0,1
LP002837,3400,2500.0,123.0,360.0,0.0,0,0,1,0,1,0,0,0,1,1,0,1,0,1,0,0
LP002840,2378,0.0,9.0,360.0,1.0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,1
LP002841,3166,2064.0,104.0,360.0,0.0,0,0,1,0,1,1,0,0,0,1,0,1,0,0,0,1
LP002842,3417,1750.0,186.0,360.0,1.0,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,1
LP002847,5116,1451.0,165.0,360.0,0.0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1
LP002855,16666,0.0,275.0,360.0,1.0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0,1
LP002862,6125,1625.0,187.0,480.0,1.0,0,0,1,0,1,0,0,1,0,0,1,1,0,0,1,0
LP002863,6406,0.0,150.0,360.0,1.0,0,0,1,0,1,0,0,0,1,1,0,1,0,0,1,0
LP002868,3159,461.0,108.0,84.0,1.0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0,1
LP002872,3087,2210.0,136.0,360.0,0.0,0,0,1,0,1,1,0,0,0,1,0,1,0,0,1,0
LP002874,3229,2739.0,110.0,360.0,1.0,1,0,1,1,0,1,0,0,0,1,0,1,0,0,0,1
LP002877,1782,2232.0,107.0,360.0,1.0,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0
LP002888,3182,2917.0,161.0,360.0,1.0,1,0,1,1,0,1,0,0,0,1,0,1,0,0,0,1
LP002892,6540,0.0,205.0,360.0,1.0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0
LP002893,1836,33837.0,90.0,360.0,1.0,0,0,1,1,0,1,0,0,0,1,0,1,0,0,0,1
LP002894,3166,0.0,36.0,360.0,1.0,1,1,0,0,1,1,0,0,0,1,0,1,0,0,1,0
LP002898,1880,0.0,61.0,360.0,1.0,0,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0
LP002911,2787,1917.0,146.0,360.0,0.0,0,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0
LP002912,4283,3000.0,172.0,84.0,1.0,0,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0
LP002916,2297,1522.0,104.0,360.0,1.0,1,0,1,0,1,1,0,0,0,1,0,1,0,0,0,1
LP002917,2165,0.0,70.0,360.0,1.0,1,1,0,1,0,1,0,0,0,0,1,1,0,0,1,0
LP002925,4750,0.0,94.0,360.0,1.0,1,0,1,1,0,1,0,0,0,1,0,1,0,0,1,0
LP002926,2726,0.0,106.0,360.0,0.0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0
LP002928,3000,3416.0,56.0,180.0,1.0,1,0,1,0,1,1,0,0,0,1,0,1,0,0,1,0
LP002931,6000,0.0,205.0,240.0,1.0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0
LP002933,9357,0.0,292.0,360.0,1.0,1,0,1,1,0,0,0,0,1,1,0,0,1,0,1,0
LP002936,3859,3300.0,142.0,180.0,1.0,1,0,1,0,1,1,0,0,0,1,0,1,0,1,0,0
LP002938,16120,0.0,260.0,360.0,1.0,1,0,1,0,1,1,0,0,0,1,0,0,1,0,0,1
LP002940,3833,0.0,110.0,360.0,1.0,1,0,1,1,0,1,0,0,0,0,1,1,0,1,0,0
LP002941,6383,1000.0,187.0,360.0,1.0,0,0,1,0,1,0,0,1,0,0,1,0,1,1,0,0
LP002943,2987,0.0,88.0,360.0,0.0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0
LP002945,9963,0.0,180.0,360.0,1.0,1,0,1,0,1,1,0,0,0,1,0,0,1,1,0,0
LP002948,5780,0.0,192.0,360.0,1.0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0,1
LP002949,416,41667.0,350.0,180.0,1.0,0,1,0,1,0,0,0,0,1,1,0,1,0,0,0,1
LP002950,2894,2792.0,155.0,360.0,1.0,1,0,1,0,1,1,0,0,0,0,1,1,0,1,0,0
LP002953,5703,0.0,128.0,360.0,1.0,1,0,1,0,1,0,0,0,1,1,0,1,0,0,0,1
LP002958,3676,4301.0,172.0,360.0,1.0,1,0,1,1,0,1,0,0,0,1,0,1,0,1,0,0
LP002959,12000,0.0,496.0,360.0,1.0,1,1,0,0,1,0,1,0,0,1,0,1,0,0,1,0
LP002960,2400,3800.0,126.0,180.0,1.0,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,1
LP002961,3400,2500.0,173.0,360.0,1.0,1,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0
LP002964,3987,1411.0,157.0,360.0,1.0,1,0,1,0,1,0,0,1,0,0,1,1,0,1,0,0
LP002974,3232,1950.0,108.0,360.0,1.0,1,0,1,0,1,1,0,0,0,1,0,1,0,1,0,0
LP002978,2900,0.0,71.0,360.0,1.0,1,1,0,1,0,1,0,0,0,1,0,1,0,1,0,0
LP002979,4106,0.0,40.0,180.0,1.0,1,0,1,0,1,0,0,0,1,1,0,1,0,1,0,0
LP002983,8072,240.0,253.0,360.0,1.0,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,1
LP002984,7583,0.0,187.0,360.0,1.0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0,1
LP002990,4583,0.0,133.0,360.0,0.0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,1,0
